"","cod_pais","region","sub_reg1","sub_reg2","fecha","tiendas_y_ocio","supermercados_y_farmacias","parques","estaciones_de_transporte_publico","lugares_de_trabajo","zonas_residenciales","dia_semana","dia","n_mes","mes"
"1527","CO","Colombia","","",2020-04-25,-79,-60,-73,-74,-57,29,"sabado",25,4,"abril"
"1528","CO","Colombia","","",2020-04-26,-83,-68,-78,-77,-50,24,"domingo",26,4,"abril"
"1529","CO","Colombia","","",2020-04-27,-71,-52,-64,-72,-60,30,"lunes",27,4,"abril"
"1530","CO","Colombia","","",2020-04-28,-72,-51,-63,-71,-60,26,"martes",28,4,"abril"
"1531","CO","Colombia","","",2020-04-29,-70,-50,-61,-70,-60,29,"miercoles",29,4,"abril"
"1532","CO","Colombia","","",2020-04-30,-69,-45,-59,-70,-60,28,"jueves",30,4,"abril"
"1533","CO","Colombia","","",2020-05-01,-79,-56,-70,-78,-73,36,"viernes",1,5,NA
"1534","CO","Colombia","","",2020-05-02,-77,-56,-69,-71,-54,27,"sabado",2,5,NA
"1535","CO","Colombia","","",2020-05-03,-80,-64,-75,-73,-47,23,"domingo",3,5,NA
"1536","CO","Colombia","","",2020-05-04,-67,-45,-59,-69,-56,28,"lunes",4,5,NA
"1537","CO","Colombia","","",2020-05-05,-66,-42,-57,-66,-55,28,"martes",5,5,NA
"1538","CO","Colombia","","",2020-05-06,-67,-44,-56,-66,-56,27,"miercoles",6,5,NA
"1539","CO","Colombia","","",2020-05-07,-66,-41,-54,-64,-56,28,"jueves",7,5,NA
"1540","CO","Colombia","","",2020-05-08,-67,-39,-57,-64,-51,29,"viernes",8,5,NA
"1541","CO","Colombia","","",2020-05-09,-71,-46,-61,-62,-46,25,"sabado",9,5,NA
"1542","CO","Colombia","","",2020-05-10,-75,-57,-67,-64,-38,21,"domingo",10,5,NA
"1543","CO","Colombia","","",2020-05-11,-63,-41,-55,-63,-50,26,"lunes",11,5,NA
"1544","CO","Colombia","","",2020-05-12,-64,-40,-54,-61,-49,27,"martes",12,5,NA
"1545","CO","Colombia","","",2020-05-13,-64,-41,-53,-62,-51,26,"miercoles",13,5,NA
"1546","CO","Colombia","","",2020-05-14,-64,-40,-53,-63,-51,24,"jueves",14,5,NA
"1547","CO","Colombia","","",2020-05-15,-63,-36,-54,-61,-47,27,"viernes",15,5,NA
"1548","CO","Colombia","","",2020-05-16,-68,-43,-59,-59,-40,23,"sabado",16,5,NA
"1549","CO","Colombia","","",2020-05-17,-76,-54,-69,-65,-38,21,"domingo",17,5,NA
"1550","CO","Colombia","","",2020-05-18,-59,-35,-51,-60,-46,25,"lunes",18,5,NA
"1551","CO","Colombia","","",2020-05-19,-62,-37,-52,-59,-47,26,"martes",19,5,NA
"1552","CO","Colombia","","",2020-05-20,-60,-36,-49,-58,-47,25,"miercoles",20,5,NA
"1553","CO","Colombia","","",2020-05-21,-60,-35,-48,-59,-48,25,"jueves",21,5,NA
"1554","CO","Colombia","","",2020-05-22,-61,-34,-51,-58,-42,26,"viernes",22,5,NA
"1555","CO","Colombia","","",2020-05-23,-66,-41,-56,-56,-34,22,"sabado",23,5,NA
"1556","CO","Colombia","","",2020-05-24,-74,-54,-66,-63,-34,20,"domingo",24,5,NA
"1557","CO","Colombia","","",2020-05-25,-75,-54,-63,-74,-72,32,"lunes",25,5,NA
"1558","CO","Colombia","","",2020-05-26,-58,-33,-47,-55,-41,23,"martes",26,5,NA
"1559","CO","Colombia","","",2020-05-27,-58,-34,-47,-57,-44,23,"miercoles",27,5,NA
"1560","CO","Colombia","","",2020-05-28,-58,-33,-47,-57,-44,24,"jueves",28,5,NA
"1561","CO","Colombia","","",2020-05-29,-57,-29,-47,-55,-39,25,"viernes",29,5,NA
"1562","CO","Colombia","","",2020-05-30,-64,-38,-55,-54,-29,21,"sabado",30,5,NA
"1563","CO","Colombia","","",2020-05-31,-70,-45,-62,-58,-24,19,"domingo",31,5,NA
"1564","CO","Colombia","","",2020-06-01,-53,-27,-44,-53,-39,22,"lunes",1,6,NA
"1565","CO","Colombia","","",2020-06-02,-52,-25,-42,-51,-39,23,"martes",2,6,NA
"1566","CO","Colombia","","",2020-06-03,-55,-31,-46,-54,-41,23,"miercoles",3,6,NA
"1567","CO","Colombia","","",2020-06-04,-52,-26,-41,-52,-40,22,"jueves",4,6,NA
"1568","CO","Colombia","","",2020-06-05,-54,-25,-44,-52,-36,23,"viernes",5,6,NA
"1569","CO","Colombia","","",2020-06-06,-58,-31,-50,-50,-24,19,"sabado",6,6,NA
"1570","CO","Colombia","","",2020-06-07,-67,-44,-58,-56,-22,18,"domingo",7,6,NA
"1571","CO","Colombia","","",2020-06-08,-51,-28,-43,-53,-36,21,"lunes",8,6,NA
"1572","CO","Colombia","","",2020-06-09,-52,-28,-43,-51,-36,22,"martes",9,6,NA
"1573","CO","Colombia","","",2020-06-10,-52,-31,-43,-54,-38,21,"miercoles",10,6,NA
"1574","CO","Colombia","","",2020-06-11,-52,-29,-43,-54,-38,22,"jueves",11,6,NA
"1575","CO","Colombia","","",2020-06-12,-52,-26,-44,-52,-34,22,"viernes",12,6,NA
"1576","CO","Colombia","","",2020-06-13,-53,-25,-45,-46,-18,18,"sabado",13,6,NA
"1577","CO","Colombia","","",2020-06-14,-66,-43,-58,-55,-17,17,"domingo",14,6,NA
"1578","CO","Colombia","","",2020-06-15,-67,-45,-56,-69,-66,29,"lunes",15,6,NA
"1579","CO","Colombia","","",2020-06-16,-48,-25,-38,-49,-33,20,"martes",16,6,NA
"1580","CO","Colombia","","",2020-06-17,-49,-27,-40,-51,-37,20,"miercoles",17,6,NA
"1581","CO","Colombia","","",2020-06-18,-49,-27,-41,-52,-38,20,"jueves",18,6,NA
"1582","CO","Colombia","","",2020-06-19,-43,-15,-37,-47,-31,19,"viernes",19,6,NA
"1583","CO","Colombia","","",2020-06-20,-51,-25,-43,-45,-16,17,"sabado",20,6,NA
"1584","CO","Colombia","","",2020-06-21,-61,-38,-52,-49,-8,15,"domingo",21,6,NA
"1585","CO","Colombia","","",2020-06-22,-69,-50,-58,-70,-67,29,"lunes",22,6,NA
"1586","CO","Colombia","","",2020-06-23,-47,-24,-38,-48,-35,20,"martes",23,6,NA
"1587","CO","Colombia","","",2020-06-24,-48,-26,-37,-49,-36,19,"miercoles",24,6,NA
"1588","CO","Colombia","","",2020-06-25,-48,-25,-38,-50,-36,20,"jueves",25,6,NA
"1589","CO","Colombia","","",2020-06-26,-48,-21,-39,-48,-32,21,"viernes",26,6,NA
"1590","CO","Colombia","","",2020-06-27,-49,-23,-40,-43,-17,16,"sabado",27,6,NA
"1591","CO","Colombia","","",2020-06-28,-63,-42,-56,-52,-14,17,"domingo",28,6,NA
"1592","CO","Colombia","","",2020-06-29,-64,-42,-52,-67,-65,28,"lunes",29,6,NA
