"","cod_pais","region","sub_reg1","sub_reg2","fecha","tiendas_y_ocio","supermercados_y_farmacias","parques","estaciones_de_transporte_publico","lugares_de_trabajo","zonas_residenciales","dia_semana","dia","n_mes","mes"
"2309","PE","Peru","","",2020-06-10,-72,-41,-51,-63,-55,30,"miercoles",10,6,NA
"2310","PE","Peru","","",2020-06-11,-73,-41,-52,-63,-55,31,"jueves",11,6,NA
"2311","PE","Peru","","",2020-06-12,-73,-39,-51,-63,-54,31,"viernes",12,6,NA
"2312","PE","Peru","","",2020-06-13,-71,-32,-48,-57,-40,24,"sabado",13,6,NA
"2313","PE","Peru","","",2020-06-14,-96,-94,-86,-92,-67,33,"domingo",14,6,NA
"2314","PE","Peru","","",2020-06-15,-68,-32,-45,-57,-51,27,"lunes",15,6,NA
"2315","PE","Peru","","",2020-06-16,-69,-35,-47,-59,-53,28,"martes",16,6,NA
"2316","PE","Peru","","",2020-06-17,-70,-37,-48,-60,-53,29,"miercoles",17,6,NA
"2317","PE","Peru","","",2020-06-18,-70,-36,-49,-60,-53,29,"jueves",18,6,NA
"2318","PE","Peru","","",2020-06-19,-69,-33,-48,-59,-51,28,"viernes",19,6,NA
"2319","PE","Peru","","",2020-06-20,-66,-22,-42,-51,-35,21,"sabado",20,6,NA
"2320","PE","Peru","","",2020-06-21,-96,-93,-84,-91,-63,31,"domingo",21,6,NA
"2321","PE","Peru","","",2020-06-22,-66,-35,-45,-58,-52,26,"lunes",22,6,NA
"2322","PE","Peru","","",2020-06-23,-67,-35,-46,-58,-54,28,"martes",23,6,NA
"2323","PE","Peru","","",2020-06-24,-67,-37,-47,-59,-52,28,"miercoles",24,6,NA
"2324","PE","Peru","","",2020-06-25,-67,-36,-47,-59,-52,28,"jueves",25,6,NA
"2325","PE","Peru","","",2020-06-26,-67,-35,-46,-59,-50,29,"viernes",26,6,NA
"2326","PE","Peru","","",2020-06-27,-64,-26,-42,-51,-37,22,"sabado",27,6,NA
"2327","PE","Peru","","",2020-06-28,-96,-93,-85,-91,-67,32,"domingo",28,6,NA
"2328","PE","Peru","","",2020-06-29,-66,-32,-47,-64,-63,31,"lunes",29,6,NA
"2329","PE","Peru","","",2020-06-30,-61,-30,-42,-56,-48,25,"martes",30,6,NA
"2330","PE","Peru","","",2020-07-01,-60,-30,-41,-56,-49,26,"miercoles",1,7,NA
"2331","PE","Peru","","",2020-07-02,-61,-31,-43,-56,-50,26,"jueves",2,7,NA
"2332","PE","Peru","","",2020-07-03,-62,-30,-42,-56,-48,27,"viernes",3,7,NA
"2333","PE","Peru","","",2020-07-04,-59,-25,-39,-50,-34,21,"sabado",4,7,NA
"2334","PE","Peru","","",2020-07-05,-75,-53,-61,-70,-40,24,"domingo",5,7,NA
"2335","PE","Peru","","",2020-07-06,-56,-27,-37,-53,-48,24,"lunes",6,7,NA
"2336","PE","Peru","","",2020-07-07,-59,-30,-41,-55,-49,25,"martes",7,7,NA
"2337","PE","Peru","","",2020-07-08,-59,-32,-41,-56,-48,25,"miercoles",8,7,NA
"2338","PE","Peru","","",2020-07-09,-60,-31,-43,-55,-48,26,"jueves",9,7,NA
"2339","PE","Peru","","",2020-07-10,-60,-30,-42,-56,-47,26,"viernes",10,7,NA
"2340","PE","Peru","","",2020-07-11,-57,-25,-37,-48,-32,20,"sabado",11,7,NA
"2341","PE","Peru","","",2020-07-12,-71,-47,-57,-66,-36,22,"domingo",12,7,NA
"2342","PE","Peru","","",2020-07-13,-57,-29,-38,-54,-46,24,"lunes",13,7,NA
"2343","PE","Peru","","",2020-07-14,-55,-30,-41,-56,-48,24,"martes",14,7,NA
"2344","PE","Peru","","",2020-07-15,-52,-29,-42,-55,-46,25,"miercoles",15,7,NA
"2345","PE","Peru","","",2020-07-16,-53,-29,-42,-54,-47,25,"jueves",16,7,NA
"2346","PE","Peru","","",2020-07-17,-53,-29,-41,-55,-45,25,"viernes",17,7,NA
"2347","PE","Peru","","",2020-07-18,-49,-24,-37,-46,-31,19,"sabado",18,7,NA
"2348","PE","Peru","","",2020-07-19,-63,-43,-56,-62,-34,21,"domingo",19,7,NA
"2349","PE","Peru","","",2020-07-20,-49,-28,-38,-52,-46,23,"lunes",20,7,NA
"2350","PE","Peru","","",2020-07-21,-51,-29,-40,-54,-47,24,"martes",21,7,NA
"2351","PE","Peru","","",2020-07-22,-51,-30,-41,-55,-45,24,"miercoles",22,7,NA
"2352","PE","Peru","","",2020-07-23,-53,-30,-42,-54,-46,24,"jueves",23,7,NA
"2353","PE","Peru","","",2020-07-24,-53,-29,-40,-54,-44,25,"viernes",24,7,NA
"2354","PE","Peru","","",2020-07-25,-48,-23,-36,-46,-30,19,"sabado",25,7,NA
"2355","PE","Peru","","",2020-07-26,-63,-43,-56,-63,-34,21,"domingo",26,7,NA
"2356","PE","Peru","","",2020-07-27,-46,-22,-32,-49,-45,22,"lunes",27,7,NA
"2357","PE","Peru","","",2020-07-28,-61,-37,-49,-67,-65,30,"martes",28,7,NA
"2358","PE","Peru","","",2020-07-29,-52,-32,-41,-57,-48,24,"miercoles",29,7,NA
"2359","PE","Peru","","",2020-07-30,-50,-28,-38,-53,-46,23,"jueves",30,7,NA
"2360","PE","Peru","","",2020-07-31,-51,-26,-38,-53,-45,24,"viernes",31,7,NA
"2361","PE","Peru","","",2020-08-01,-48,-23,-36,-46,-31,19,"sabado",1,8,"febrero"
"2362","PE","Peru","","",2020-08-02,-63,-44,-56,-63,-36,21,"domingo",2,8,"febrero"
"2363","PE","Peru","","",2020-08-03,-48,-27,-37,-52,-45,23,"lunes",3,8,"febrero"
"2364","PE","Peru","","",2020-08-04,-50,-28,-39,-54,-46,23,"martes",4,8,"febrero"
"2365","PE","Peru","","",2020-08-05,-49,-29,-39,-54,-46,24,"miercoles",5,8,"febrero"
"2366","PE","Peru","","",2020-08-06,-51,-30,-40,-54,-46,24,"jueves",6,8,"febrero"
"2367","PE","Peru","","",2020-08-07,-51,-30,-40,-55,-44,25,"viernes",7,8,"febrero"
"2368","PE","Peru","","",2020-08-08,-47,-25,-36,-47,-30,19,"sabado",8,8,"febrero"
"2369","PE","Peru","","",2020-08-09,-62,-45,-55,-63,-35,21,"domingo",9,8,"febrero"
"2370","PE","Peru","","",2020-08-10,-48,-28,-37,-53,-44,22,"lunes",10,8,"febrero"
"2371","PE","Peru","","",2020-08-11,-49,-30,-39,-54,-46,23,"martes",11,8,"febrero"
"2372","PE","Peru","","",2020-08-12,-49,-30,-39,-54,-45,24,"miercoles",12,8,"febrero"
"2373","PE","Peru","","",2020-08-13,-50,-29,-40,-54,-45,24,"jueves",13,8,"febrero"
"2374","PE","Peru","","",2020-08-14,-50,-27,-39,-54,-43,24,"viernes",14,8,"febrero"
"2375","PE","Peru","","",2020-08-15,-43,-14,-34,-45,-29,17,"sabado",15,8,"febrero"
"2376","PE","Peru","","",2020-08-16,-93,-93,-85,-90,-68,32,"domingo",16,8,"febrero"
"2377","PE","Peru","","",2020-08-17,-46,-23,-36,-51,-43,21,"lunes",17,8,"febrero"
"2378","PE","Peru","","",2020-08-18,-49,-28,-40,-53,-43,22,"martes",18,8,"febrero"
"2379","PE","Peru","","",2020-08-19,-49,-30,-40,-54,-43,23,"miercoles",19,8,"febrero"
"2380","PE","Peru","","",2020-08-20,-50,-29,-41,-54,-43,23,"jueves",20,8,"febrero"
"2381","PE","Peru","","",2020-08-21,-50,-28,-40,-54,-42,24,"viernes",21,8,"febrero"
"2382","PE","Peru","","",2020-08-22,-44,-16,-34,-45,-26,17,"sabado",22,8,"febrero"
"2383","PE","Peru","","",2020-08-23,-92,-93,-85,-90,-66,32,"domingo",23,8,"febrero"
"2384","PE","Peru","","",2020-08-24,-45,-24,-35,-51,-40,21,"lunes",24,8,"febrero"
"2385","PE","Peru","","",2020-08-25,-48,-27,-38,-53,-42,22,"martes",25,8,"febrero"
"2386","PE","Peru","","",2020-08-26,-48,-29,-39,-54,-41,23,"miercoles",26,8,"febrero"
"2387","PE","Peru","","",2020-08-27,-50,-29,-40,-54,-41,23,"jueves",27,8,"febrero"
"2388","PE","Peru","","",2020-08-28,-49,-26,-38,-53,-40,23,"viernes",28,8,"febrero"
"2389","PE","Peru","","",2020-08-29,-43,-14,-33,-43,-25,16,"sabado",29,8,"febrero"
"2390","PE","Peru","","",2020-08-30,-92,-92,-84,-90,-66,31,"domingo",30,8,"febrero"
"2391","PE","Peru","","",2020-08-31,-44,-21,-34,-49,-40,20,"lunes",31,8,"febrero"
"2392","PE","Peru","","",2020-09-01,-46,-24,-37,-51,-42,21,"martes",1,9,NA
"2393","PE","Peru","","",2020-09-02,-47,-28,-39,-53,-41,22,"miercoles",2,9,NA
"2394","PE","Peru","","",2020-09-03,-48,-27,-38,-52,-42,22,"jueves",3,9,NA
"2395","PE","Peru","","",2020-09-04,-47,-26,-37,-52,-40,23,"viernes",4,9,NA
"2396","PE","Peru","","",2020-09-05,-40,-13,-31,-42,-25,16,"sabado",5,9,NA
"2397","PE","Peru","","",2020-09-06,-91,-92,-84,-90,-67,32,"domingo",6,9,NA
"2398","PE","Peru","","",2020-09-07,-43,-22,-33,-49,-40,20,"lunes",7,9,NA
"2399","PE","Peru","","",2020-09-08,-46,-26,-35,-51,-42,21,"martes",8,9,NA
"2400","PE","Peru","","",2020-09-09,-46,-28,-36,-53,-40,21,"miercoles",9,9,NA
"2401","PE","Peru","","",2020-09-10,-47,-28,-37,-52,-41,22,"jueves",10,9,NA
"2402","PE","Peru","","",2020-09-11,-47,-27,-36,-52,-39,22,"viernes",11,9,NA
"2403","PE","Peru","","",2020-09-12,-40,-14,-30,-42,-24,15,"sabado",12,9,NA
"2404","PE","Peru","","",2020-09-13,-91,-91,-82,-89,-66,32,"domingo",13,9,NA
"2405","PE","Peru","","",2020-09-14,-43,-23,-33,-49,-36,19,"lunes",14,9,NA
"2406","PE","Peru","","",2020-09-15,-45,-25,-36,-50,-38,21,"martes",15,9,NA
"2407","PE","Peru","","",2020-09-16,-45,-28,-36,-51,-38,22,"miercoles",16,9,NA
"2408","PE","Peru","","",2020-09-17,-47,-28,-37,-51,-39,22,"jueves",17,9,NA
"2409","PE","Peru","","",2020-09-18,-47,-27,-37,-50,-37,22,"viernes",18,9,NA
"2410","PE","Peru","","",2020-09-19,-41,-17,-31,-41,-23,15,"sabado",19,9,NA
"2411","PE","Peru","","",2020-09-20,-74,-62,-65,-75,-44,26,"domingo",20,9,NA
"2412","PE","Peru","","",2020-09-21,-43,-24,-34,-47,-38,20,"lunes",21,9,NA
"2413","PE","Peru","","",2020-09-22,-46,-26,-37,-49,-39,21,"martes",22,9,NA
"2414","PE","Peru","","",2020-09-23,-47,-27,-39,-50,-38,22,"miercoles",23,9,NA
"2415","PE","Peru","","",2020-09-24,-48,-27,-39,-49,-39,22,"jueves",24,9,NA
"2416","PE","Peru","","",2020-09-25,-48,-25,-38,-48,-37,22,"viernes",25,9,NA
"2417","PE","Peru","","",2020-09-26,-43,-17,-33,-39,-22,15,"sabado",26,9,NA
"2418","PE","Peru","","",2020-09-27,-72,-57,-64,-69,-39,24,"domingo",27,9,NA
"2419","PE","Peru","","",2020-09-28,-46,-25,-37,-47,-36,20,"lunes",28,9,NA
"2420","PE","Peru","","",2020-09-29,-47,-25,-38,-48,-38,20,"martes",29,9,NA
"2421","PE","Peru","","",2020-09-30,-47,-25,-39,-49,-38,20,"miercoles",30,9,NA
"2422","PE","Peru","","",2020-10-01,-47,-22,-39,-47,-36,19,"jueves",1,10,NA
"2423","PE","Peru","","",2020-10-02,-46,-22,-37,-46,-35,19,"viernes",2,10,NA
"2424","PE","Peru","","",2020-10-03,-41,-15,-33,-37,-22,13,"sabado",3,10,NA
"2425","PE","Peru","","",2020-10-04,-67,-49,-58,-64,-35,21,"domingo",4,10,NA
"2426","PE","Peru","","",2020-10-05,-42,-21,-34,-44,-36,17,"lunes",5,10,NA
"2427","PE","Peru","","",2020-10-06,-45,-24,-35,-45,-37,18,"martes",6,10,NA
"2428","PE","Peru","","",2020-10-07,-45,-25,-37,-46,-36,19,"miercoles",7,10,NA
"2429","PE","Peru","","",2020-10-08,-48,-27,-40,-48,-37,20,"jueves",8,10,NA
"2430","PE","Peru","","",2020-10-09,-45,-23,-36,-45,-34,20,"viernes",9,10,NA
"2431","PE","Peru","","",2020-10-10,-40,-16,-30,-37,-19,13,"sabado",10,10,NA
"2432","PE","Peru","","",2020-10-11,-64,-47,-54,-61,-30,20,"domingo",11,10,NA
"2433","PE","Peru","","",2020-10-12,-42,-22,-34,-43,-35,18,"lunes",12,10,NA
"2434","PE","Peru","","",2020-10-13,-45,-25,-37,-46,-36,19,"martes",13,10,NA
"2435","PE","Peru","","",2020-10-14,-43,-24,-36,-46,-35,20,"miercoles",14,10,NA
"2436","PE","Peru","","",2020-10-15,-43,-20,-35,-44,-35,19,"jueves",15,10,NA
"2437","PE","Peru","","",2020-10-16,-44,-20,-34,-44,-33,19,"viernes",16,10,NA
"2438","PE","Peru","","",2020-10-17,-39,-14,-30,-35,-19,13,"sabado",17,10,NA
"2439","PE","Peru","","",2020-10-18,-63,-43,-53,-59,-29,20,"domingo",18,10,NA
"2440","PE","Peru","","",2020-10-19,-41,-21,-33,-42,-34,17,"lunes",19,10,NA
"2441","PE","Peru","","",2020-10-20,-42,-21,-34,-43,-35,18,"martes",20,10,NA
"2442","PE","Peru","","",2020-10-21,-41,-21,-33,-45,-33,19,"miercoles",21,10,NA
"2443","PE","Peru","","",2020-10-22,-42,-20,-32,-43,-33,19,"jueves",22,10,NA
"2444","PE","Peru","","",2020-10-23,-41,-18,-31,-43,-32,19,"viernes",23,10,NA
"2445","PE","Peru","","",2020-10-24,-36,-12,-25,-34,-17,12,"sabado",24,10,NA
"2446","PE","Peru","","",2020-10-25,-59,-39,-47,-56,-25,18,"domingo",25,10,NA
"2447","PE","Peru","","",2020-10-26,-39,-19,-29,-41,-32,17,"lunes",26,10,NA
"2448","PE","Peru","","",2020-10-27,-40,-19,-31,-43,-33,17,"martes",27,10,NA
"2449","PE","Peru","","",2020-10-28,-40,-21,-33,-44,-32,18,"miercoles",28,10,NA
"2450","PE","Peru","","",2020-10-29,-41,-20,-34,-43,-32,18,"jueves",29,10,NA
"2451","PE","Peru","","",2020-10-30,-41,-18,-33,-42,-30,18,"viernes",30,10,NA
"2452","PE","Peru","","",2020-10-31,-35,-9,-26,-34,-15,11,"sabado",31,10,NA
"2453","PE","Peru","","",2020-11-01,-58,-38,-49,-55,-25,18,"domingo",1,11,NA
"2454","PE","Peru","","",2020-11-02,-38,-19,-32,-42,-32,17,"lunes",2,11,NA
"2455","PE","Peru","","",2020-11-03,-39,-19,-32,-42,-33,17,"martes",3,11,NA
"2456","PE","Peru","","",2020-11-04,-39,-20,-33,-43,-32,18,"miercoles",4,11,NA
"2457","PE","Peru","","",2020-11-05,-39,-19,-33,-43,-32,18,"jueves",5,11,NA
"2458","PE","Peru","","",2020-11-06,-40,-20,-33,-43,-31,18,"viernes",6,11,NA
"2459","PE","Peru","","",2020-11-07,-34,-13,-27,-34,-15,12,"sabado",7,11,NA
"2460","PE","Peru","","",2020-11-08,-55,-35,-44,-53,-21,17,"domingo",8,11,NA
"2461","PE","Peru","","",2020-11-09,-38,-20,-32,-42,-31,17,"lunes",9,11,NA
"2462","PE","Peru","","",2020-11-10,-40,-21,-33,-44,-33,18,"martes",10,11,NA
"2463","PE","Peru","","",2020-11-11,-39,-21,-33,-45,-31,18,"miercoles",11,11,NA
"2464","PE","Peru","","",2020-11-12,-39,-20,-30,-42,-31,18,"jueves",12,11,NA
"2465","PE","Peru","","",2020-11-13,-44,-23,-37,-46,-30,19,"viernes",13,11,NA
"2466","PE","Peru","","",2020-11-14,-34,-14,-26,-34,-15,12,"sabado",14,11,NA
"2467","PE","Peru","","",2020-11-15,-52,-34,-42,-52,-20,16,"domingo",15,11,NA
"2468","PE","Peru","","",2020-11-16,-37,-19,-31,-42,-30,17,"lunes",16,11,NA
"2469","PE","Peru","","",2020-11-17,-40,-21,-33,-44,-31,17,"martes",17,11,NA
"2470","PE","Peru","","",2020-11-18,-38,-21,-32,-43,-30,18,"miercoles",18,11,NA
"2471","PE","Peru","","",2020-11-19,-39,-20,-33,-42,-30,18,"jueves",19,11,NA
"2472","PE","Peru","","",2020-11-20,-38,-18,-31,-41,-28,17,"viernes",20,11,NA
"2473","PE","Peru","","",2020-11-21,-32,-13,-27,-32,-13,11,"sabado",21,11,NA
"2474","PE","Peru","","",2020-11-22,-45,-28,-38,-46,-16,14,"domingo",22,11,NA
"2475","PE","Peru","","",2020-11-23,-36,-19,-31,-40,-29,16,"lunes",23,11,NA
"2476","PE","Peru","","",2020-11-24,-36,-18,-30,-40,-30,16,"martes",24,11,NA
"2477","PE","Peru","","",2020-11-25,-35,-19,-31,-41,-29,17,"miercoles",25,11,NA
"2478","PE","Peru","","",2020-11-26,-37,-19,-31,-40,-29,17,"jueves",26,11,NA
"2479","PE","Peru","","",2020-11-27,-35,-17,-30,-39,-27,16,"viernes",27,11,NA
"2480","PE","Peru","","",2020-11-28,-31,-12,-27,-31,-12,11,"sabado",28,11,NA
"2481","PE","Peru","","",2020-11-29,-42,-26,-37,-43,-13,13,"domingo",29,11,NA
"2482","PE","Peru","","",2020-11-30,-33,-15,-28,-38,-27,15,"lunes",30,11,NA
"2483","PE","Peru","","",2020-12-01,-32,-13,-29,-42,-29,16,"martes",1,12,"marzo"
"2484","PE","Peru","","",2020-12-02,-32,-14,-29,-41,-27,16,"miercoles",2,12,"marzo"
"2485","PE","Peru","","",2020-12-03,-33,-14,-30,-40,-27,16,"jueves",3,12,"marzo"
"2486","PE","Peru","","",2020-12-04,-34,-13,-29,-41,-26,16,"viernes",4,12,"marzo"
"2487","PE","Peru","","",2020-12-05,-26,-7,-25,-31,-10,10,"sabado",5,12,"marzo"
"2488","PE","Peru","","",2020-12-06,-37,-21,-35,-41,-9,12,"domingo",6,12,"marzo"
"2489","PE","Peru","","",2020-12-07,-31,-14,-28,-36,-28,14,"lunes",7,12,"marzo"
"2490","PE","Peru","","",2020-12-08,-31,-13,-30,-46,-48,20,"martes",8,12,"marzo"
"2491","PE","Peru","","",2020-12-09,-33,-15,-27,-36,-26,15,"miercoles",9,12,"marzo"
"2492","PE","Peru","","",2020-12-10,-33,-13,-27,-35,-27,15,"jueves",10,12,"marzo"
"2493","PE","Peru","","",2020-12-11,-34,-13,-27,-35,-25,15,"viernes",11,12,"marzo"
"2494","PE","Peru","","",2020-12-12,-27,-9,-23,-26,-10,10,"sabado",12,12,"marzo"
"2495","PE","Peru","","",2020-12-13,-35,-19,-33,-35,-6,12,"domingo",13,12,"marzo"
"2496","PE","Peru","","",2020-12-14,-30,-13,-26,-35,-26,14,"lunes",14,12,"marzo"
"2497","PE","Peru","","",2020-12-15,-28,-8,-23,-33,-27,14,"martes",15,12,"marzo"
"2498","PE","Peru","","",2020-12-16,-28,-9,-25,-33,-25,14,"miercoles",16,12,"marzo"
"2499","PE","Peru","","",2020-12-17,-27,-7,-24,-31,-25,14,"jueves",17,12,"marzo"
"2500","PE","Peru","","",2020-12-18,-27,-5,-23,-30,-23,14,"viernes",18,12,"marzo"
"2501","PE","Peru","","",2020-12-19,-21,0,-18,-17,-7,8,"sabado",19,12,"marzo"
"2502","PE","Peru","","",2020-12-20,-28,-10,-28,-26,1,10,"domingo",20,12,"marzo"
"2503","PE","Peru","","",2020-12-21,-21,0,-19,-28,-24,12,"lunes",21,12,"marzo"
"2504","PE","Peru","","",2020-12-22,-18,5,-17,-25,-25,11,"martes",22,12,"marzo"
"2505","PE","Peru","","",2020-12-23,-12,19,-10,-19,-22,9,"miercoles",23,12,"marzo"
"2506","PE","Peru","","",2020-12-24,-35,12,-29,-48,-46,21,"jueves",24,12,"marzo"
"2507","PE","Peru","","",2020-12-25,-78,-67,-59,-78,-76,33,"viernes",25,12,"marzo"
"2508","PE","Peru","","",2020-12-26,-33,-14,-29,-37,-17,12,"sabado",26,12,"marzo"
"2509","PE","Peru","","",2020-12-27,-41,-25,-36,-38,-6,14,"domingo",27,12,"marzo"
"2510","PE","Peru","","",2020-12-28,-29,-12,-24,-34,-26,14,"lunes",28,12,"marzo"
"2511","PE","Peru","","",2020-12-29,-26,-6,-22,-32,-27,13,"martes",29,12,"marzo"
"2512","PE","Peru","","",2020-12-30,-20,6,-18,-27,-24,11,"miercoles",30,12,"marzo"
"2513","PE","Peru","","",2020-12-31,-31,17,-25,-44,-42,19,"jueves",31,12,"marzo"
"2514","PE","Peru","","",2021-01-01,-75,-67,-55,-76,-76,32,"viernes",1,1,"junio"
"2515","PE","Peru","","",2021-01-02,-36,-16,-29,-39,-24,14,"sabado",2,1,"junio"
"2516","PE","Peru","","",2021-01-03,-42,-25,-34,-38,-11,13,"domingo",3,1,"junio"
"2517","PE","Peru","","",2021-01-04,-31,-12,-24,-36,-28,15,"lunes",4,1,"junio"
"2518","PE","Peru","","",2021-01-05,-31,-11,-25,-37,-29,15,"martes",5,1,"junio"
"2519","PE","Peru","","",2021-01-06,-32,-13,-27,-38,-28,16,"miercoles",6,1,"junio"
"2520","PE","Peru","","",2021-01-07,-34,-13,-28,-38,-28,16,"jueves",7,1,"junio"
"2521","PE","Peru","","",2021-01-08,-34,-14,-29,-38,-27,16,"viernes",8,1,"junio"
"2522","PE","Peru","","",2021-01-09,-30,-11,-27,-31,-12,11,"sabado",9,1,"junio"
"2523","PE","Peru","","",2021-01-10,-39,-22,-34,-39,-9,12,"domingo",10,1,"junio"
"2524","PE","Peru","","",2021-01-11,-32,-14,-27,-37,-28,15,"lunes",11,1,"junio"
"2525","PE","Peru","","",2021-01-12,-33,-15,-29,-38,-30,15,"martes",12,1,"junio"
"2526","PE","Peru","","",2021-01-13,-36,-20,-33,-42,-31,13,"miercoles",13,1,"junio"
"2527","PE","Peru","","",2021-01-14,-38,-21,-36,-43,-34,13,"jueves",14,1,"junio"
"2528","PE","Peru","","",2021-01-15,-43,-25,-39,-45,-35,15,"viernes",15,1,"junio"
"2529","PE","Peru","","",2021-01-16,-38,-19,-36,-38,-22,10,"sabado",16,1,"junio"
"2530","PE","Peru","","",2021-01-17,-65,-51,-60,-64,-36,20,"domingo",17,1,"junio"
"2531","PE","Peru","","",2021-01-18,-39,-22,-35,-41,-35,14,"lunes",18,1,"junio"
"2532","PE","Peru","","",2021-01-19,-39,-22,-35,-43,-36,15,"martes",19,1,"junio"
"2533","PE","Peru","","",2021-01-20,-40,-23,-37,-44,-35,16,"miercoles",20,1,"junio"
"2534","PE","Peru","","",2021-01-21,-41,-23,-37,-43,-35,16,"jueves",21,1,"junio"
"2535","PE","Peru","","",2021-01-22,-41,-22,-36,-43,-33,16,"viernes",22,1,"junio"
"2536","PE","Peru","","",2021-01-23,-37,-17,-34,-36,-20,11,"sabado",23,1,"junio"
"2537","PE","Peru","","",2021-01-24,-63,-46,-57,-61,-33,20,"domingo",24,1,"junio"
"2538","PE","Peru","","",2021-01-25,-38,-20,-34,-41,-34,15,"lunes",25,1,"junio"
"2539","PE","Peru","","",2021-01-26,-39,-21,-35,-42,-35,16,"martes",26,1,"junio"
"2540","PE","Peru","","",2021-01-27,-36,-15,-33,-39,-33,15,"miercoles",27,1,"junio"
"2541","PE","Peru","","",2021-01-28,-35,-13,-30,-34,-33,14,"jueves",28,1,"junio"
"2542","PE","Peru","","",2021-01-29,-34,-9,-28,-32,-31,14,"viernes",29,1,"junio"
"2543","PE","Peru","","",2021-01-30,-29,-2,-25,-23,-16,8,"sabado",30,1,"junio"
"2544","PE","Peru","","",2021-01-31,-75,-57,-68,-72,-42,24,"domingo",31,1,"junio"
"2545","PE","Peru","","",2021-02-01,-56,-31,-47,-59,-44,23,"lunes",1,2,"mayo"
"2546","PE","Peru","","",2021-02-02,-55,-30,-46,-58,-45,23,"martes",2,2,"mayo"
"2547","PE","Peru","","",2021-02-03,-56,-31,-48,-60,-44,23,"miercoles",3,2,"mayo"
"2548","PE","Peru","","",2021-02-04,-56,-30,-48,-59,-44,23,"jueves",4,2,"mayo"
"2549","PE","Peru","","",2021-02-05,-56,-29,-48,-59,-42,23,"viernes",5,2,"mayo"
"2550","PE","Peru","","",2021-02-06,-56,-27,-48,-55,-30,19,"sabado",6,2,"mayo"
"2551","PE","Peru","","",2021-02-07,-74,-55,-66,-74,-40,24,"domingo",7,2,"mayo"
"2552","PE","Peru","","",2021-02-08,-53,-28,-44,-55,-42,21,"lunes",8,2,"mayo"
"2553","PE","Peru","","",2021-02-09,-53,-27,-45,-56,-43,21,"martes",9,2,"mayo"
"2554","PE","Peru","","",2021-02-10,-53,-29,-46,-56,-42,22,"miercoles",10,2,"mayo"
"2555","PE","Peru","","",2021-02-11,-54,-27,-46,-56,-42,22,"jueves",11,2,"mayo"
"2556","PE","Peru","","",2021-02-12,-53,-24,-45,-56,-40,22,"viernes",12,2,"mayo"
"2557","PE","Peru","","",2021-02-13,-49,-17,-42,-50,-27,16,"sabado",13,2,"mayo"
"2558","PE","Peru","","",2021-02-14,-66,-43,-59,-68,-34,21,"domingo",14,2,"mayo"
"2559","PE","Peru","","",2021-02-15,-53,-27,-45,-56,-42,21,"lunes",15,2,"mayo"
"2560","PE","Peru","","",2021-02-16,-53,-25,-45,-56,-42,21,"martes",16,2,"mayo"
"2561","PY","Paraguay","","",2020-02-15,-3,-1,-13,-6,2,3,"sabado",15,2,"mayo"
"2562","PY","Paraguay","","",2020-02-16,-7,0,-25,-6,-2,4,"domingo",16,2,"mayo"
"2563","PY","Paraguay","","",2020-02-17,0,2,0,-3,11,-1,"lunes",17,2,"mayo"
"2564","PY","Paraguay","","",2020-02-18,-3,0,-8,-6,11,-1,"martes",18,2,"mayo"
"2565","PY","Paraguay","","",2020-02-19,-4,-3,-3,-5,12,0,"miercoles",19,2,"mayo"
"2566","PY","Paraguay","","",2020-02-20,-1,0,0,-3,14,-1,"jueves",20,2,"mayo"
"2567","PY","Paraguay","","",2020-02-21,-4,-2,-8,-6,14,-1,"viernes",21,2,"mayo"
"2568","PY","Paraguay","","",2020-02-22,-2,2,-7,-5,4,2,"sabado",22,2,"mayo"
"2569","PY","Paraguay","","",2020-02-23,-3,2,-14,-9,3,4,"domingo",23,2,"mayo"
"2570","PY","Paraguay","","",2020-02-24,1,0,3,-5,16,-1,"lunes",24,2,"mayo"
"2571","PY","Paraguay","","",2020-02-25,-7,-4,-16,-9,14,0,"martes",25,2,"mayo"
"2572","PY","Paraguay","","",2020-02-26,-4,-4,-6,-9,16,0,"miercoles",26,2,"mayo"
"2573","PY","Paraguay","","",2020-02-27,0,0,1,-2,19,-2,"jueves",27,2,"mayo"
"2574","PY","Paraguay","","",2020-02-28,2,2,-2,-4,17,-3,"viernes",28,2,"mayo"
"2575","PY","Paraguay","","",2020-02-29,4,8,-6,-4,7,0,"sabado",29,2,"mayo"
"2576","PY","Paraguay","","",2020-03-01,2,6,-12,-7,4,2,"domingo",1,3,NA
"2577","PY","Paraguay","","",2020-03-02,4,6,1,-2,20,-2,"lunes",2,3,NA
"2578","PY","Paraguay","","",2020-03-03,2,4,-2,-3,19,-3,"martes",3,3,NA
"2579","PY","Paraguay","","",2020-03-04,0,1,-2,-5,20,-2,"miercoles",4,3,NA
"2580","PY","Paraguay","","",2020-03-05,2,2,0,-1,21,-2,"jueves",5,3,NA
"2581","PY","Paraguay","","",2020-03-06,1,1,-6,-3,19,-3,"viernes",6,3,NA
"2582","PY","Paraguay","","",2020-03-07,3,5,-7,-6,7,0,"sabado",7,3,NA
"2583","PY","Paraguay","","",2020-03-08,0,5,-11,-7,5,3,"domingo",8,3,NA
"2584","PY","Paraguay","","",2020-03-09,0,3,-2,-5,20,-2,"lunes",9,3,NA
